Menu Category,Menu Item,City,Serve Size (g),Energy,Protein,Total Fat,Sat Fat,Trans Fat,Cholesterol,Total Carbohydrate,Total Sugars,Added Sugars,Sodium,Popularity,Price,Special Promotions,Local Favorites,Customer Ratings,Health Conscious,Sustainability Rating,Availability Hours
Drink Menu,Orange Juice,Pune,121.62,256.21,15.74,16.13,14.46,0.48,19.16,66.49,1.2,4.66,1407.02,1.29,7.58,Yes,Yes,9.77,No,5.08,Morning
Meal Menu,McCombo Meal,Hyderabad,106.08,620.67,13.52,30.57,7.94,0.81,6.94,36.73,4.62,2.07,522.7,6.68,7.48,Yes,No,4.86,No,4.45,Morning
Drink Menu,Hot Tea,Ahmedabad,119.47,879.79,6.23,24.53,11.67,0.43,18.05,114.25,8.54,5.15,1467.21,6.37,2.63,Yes,Yes,4.38,No,1.79,Morning
Regular Menu,Chicken McNuggets,Kolkata,175.88,502.17,21.45,12.6,10.78,0.27,22.13,94.81,16.91,7.96,1484.86,8.49,12.84,No,No,5.45,No,3.94,Afternoon
Meal Menu,McCombo Meal,Bangalore,226.17,746.88,5.6,28.73,18.93,0.26,42.43,90.96,18.19,9.42,420.39,4.15,5.73,No,Yes,7.07,Yes,7.75,Afternoon
Drink Menu,Sprite,Kolkata,181.18,490.08,8.47,17.36,10.6,0.63,38.44,114.94,19.68,7.34,919.51,8.98,4.72,No,Yes,4.22,No,5.27,Morning
Regular Menu,Green Chilli Aloo Naan,Bangalore,137.91,413.42,10.71,21.55,15.07,0.06,44.79,33.19,16.86,2.27,1220.65,2.14,1.36,Yes,No,1.36,Yes,4.01,Evening
Dessert Menu,Apple Pie,Ahmedabad,199.52,690.95,10.92,26.05,15.4,0.83,42.18,65.32,19.14,3.74,505.81,2.02,7.62,Yes,No,4.59,No,2.52,Morning
Regular Menu,American Veg Burger,Ahmedabad,329.48,724.07,23.13,7.89,15.13,0.76,26.3,77.46,18.55,0.24,703.34,1.48,6.18,No,Yes,9.08,No,2.86,Morning
Regular Menu,Green Chilli Aloo Naan,Mumbai,306.37,416.06,12.27,33.46,6.44,0.77,22.17,79.84,15.65,7.46,434.63,3.78,2.85,Yes,Yes,4.74,No,6.18,Morning
Drink Menu,Iced Tea,Chennai,199.66,886.66,19.17,18.15,14.4,0.76,0.45,40.64,18.31,8.2,751.22,8.74,9.37,No,Yes,2.28,Yes,3.31,Afternoon
Drink Menu,Coca-Cola,Pune,151.87,408.7,20.15,7.63,11.6,0.64,28.98,78.51,12.77,9.1,248.78,1.06,13.57,Yes,Yes,4.15,No,3.52,Afternoon
Regular Menu,Chicken McNuggets,Pune,140.62,835.12,6.24,25.73,18.29,0.93,11.68,114.68,17.7,8.45,913.38,6,14.31,No,No,3.36,No,4.04,Evening
Regular Menu,McSpicy™ Paneer Burger,Mumbai,195.29,802.85,10.69,30.36,9.15,0.78,46.85,117.61,14.18,9.07,1046.55,4.4,13.14,No,Yes,8.87,No,8.78,Evening
Drink Menu,Coca-Cola,Kolkata,178.75,841.12,12.31,6.4,13.04,0.61,26.91,97.89,12.73,8.5,1369.33,5.27,2.12,Yes,No,1.15,Yes,9.03,Morning
Meal Menu,Chicken Supreme Meal,Ahmedabad,96.78,795.42,22.35,17.32,4.51,0.85,4.05,116.66,2.66,1.73,1457.04,5.85,10.34,Yes,No,7.57,No,7.49,Evening
Dessert Menu,Caramel McFlurry,Hyderabad,138.4,868.92,11.78,16.93,17.29,0.24,40.58,56.84,6.65,6.39,259,9.12,13.66,No,No,5.81,Yes,5.45,Evening
Dessert Menu,Chocolate Sundae,Hyderabad,237.97,530.36,11.54,31.59,12.94,0.63,31.67,84.8,15.28,1.3,722.33,6.77,1.37,No,No,2.65,Yes,3.9,Morning
Meal Menu,McCombo Meal,Chennai,294.37,391.91,21.54,12.2,2.81,0.22,18.2,115.83,0.93,0.13,611.86,9.06,9.81,No,Yes,7.41,No,9.63,Afternoon
Drink Menu,Pepsi,Mumbai,176.54,656.37,13.07,39.26,5.1,0.69,33.6,68.05,0.86,7.17,864.92,9.61,10.53,No,Yes,5.28,Yes,3.6,Morning
Drink Menu,Hot Chocolate,Bangalore,113.78,775.18,9.47,24.02,17.29,0.65,47.95,22.98,9.26,7.26,999.59,4.14,3.9,Yes,No,2.31,Yes,1.44,Evening
Dessert Menu,Vanilla Ice Cream,Chennai,325.55,487.25,15.93,37.82,7.28,0.23,27.78,88.74,1.68,8.22,569.05,1.21,4.25,No,No,9.73,No,6.78,Evening
Meal Menu,McCombo Meal,Delhi,198.48,571.44,16.55,29.83,3.38,0.28,22.84,22.73,12.92,6.95,613.99,8.58,1.42,No,No,7.18,Yes,7.62,Afternoon
Meal Menu,McCombo Meal,Ahmedabad,271.98,535.16,5.54,22.52,5.29,0.19,46.49,100.71,9.05,5.24,219.79,9.21,13.73,No,Yes,2.52,Yes,5.36,Afternoon
Regular Menu,McGrilled Chicken Wrap,Ahmedabad,270.52,264.73,19.74,9.78,4,0.68,44.94,21.32,16.98,1.49,1241.4,9.94,5.34,Yes,No,9.07,No,6.86,Afternoon
Dessert Menu,Caramel McFlurry,Bangalore,114.41,693.38,18.86,5.45,13.99,0.74,13.23,61.15,1.1,7.83,1270.31,4.42,11.52,Yes,Yes,5.71,No,9.69,Evening
Dessert Menu,Chocolate Sundae,Kolkata,145.58,590.65,14,31.04,18.58,0.04,21.16,63.19,15.95,5.01,1035.32,3.95,11.86,No,Yes,1.51,Yes,5.76,Evening
Drink Menu,Coca-Cola,Bangalore,270.9,319.9,18.06,7.72,9.22,0.9,14.77,74.06,17.63,2.99,957.88,5.06,9.25,Yes,Yes,9.92,Yes,1.56,Afternoon
Regular Menu,McSpicy Chicken Burger,Hyderabad,240.24,759.04,18.3,17.81,14.5,0.32,25.89,59.3,16.27,2.45,303.62,7.83,3.22,Yes,Yes,2.39,Yes,3.81,Afternoon
Drink Menu,Iced Tea,Ahmedabad,101.02,662.43,12.11,10.79,14.1,0.68,49.58,113.1,3.78,1.77,969.82,1.95,9.07,No,Yes,9.76,Yes,3.22,Afternoon
Meal Menu,Chicken Supreme Meal,Bangalore,179.34,779.7,6.41,21.53,6.82,0.87,41.19,80.9,19.54,5.53,1090.59,3.1,9.96,Yes,No,3.44,Yes,8.54,Evening
Meal Menu,Chicken Supreme Meal,Pune,187.33,444.47,11.37,29.7,18.47,0.29,48.64,100.47,17.61,3.08,895.3,1.15,6.34,Yes,No,3.56,No,6.9,Afternoon
Meal Menu,Veggie Deluxe Meal,Delhi,113.35,759.74,12.52,39.33,10.02,0.81,44.08,112.11,8.58,9.34,1356.27,6.03,12.12,No,No,8.73,Yes,9.93,Morning
Drink Menu,Hot Tea,Ahmedabad,232.66,703.17,18.49,28.47,10.58,0.15,7.35,100.74,17.94,5.32,1182.93,9.17,2.03,No,No,2.67,No,8.73,Evening
Regular Menu,McSpicy™ Paneer Burger,Mumbai,280.55,477.91,10.19,18.03,19.63,0.05,18.6,75.67,11.12,9.52,645.1,7.59,10.97,No,No,3.79,Yes,1.84,Evening
Dessert Menu,Vanilla Ice Cream,Mumbai,305.42,735.55,24.05,39.03,14.34,0.26,41.31,46.48,5.33,3.94,1490.56,8.02,7.02,No,Yes,1.65,Yes,7.75,Morning
Drink Menu,Hot Chocolate,Bangalore,211.45,828.09,11.97,14.4,1.75,0.86,36.82,114.8,4.05,5.01,246.21,4.4,6.13,Yes,No,9.44,Yes,3.93,Morning
Drink Menu,Sprite,Mumbai,154.47,753.43,9.01,13.8,18.69,0.19,49.92,47.41,16.32,8.44,326.3,3.52,7.23,Yes,Yes,5.28,Yes,7.99,Evening
Drink Menu,Sprite,Kolkata,204.39,418.05,24.99,8.18,17.36,0.22,34.54,47.14,15.94,0.54,1170.89,1.92,14.72,Yes,Yes,4,Yes,3.23,Evening
Regular Menu,Spicy Paneer Wrap,Mumbai,84.47,648.11,8.52,24.79,15.83,0.3,18.53,98.44,2.03,5.19,1159.24,8.13,1.45,Yes,Yes,8,No,6.05,Afternoon
Drink Menu,Coca-Cola,Delhi,201.75,469.91,22.41,20.26,12.28,0.59,18.69,80.66,4.95,5.55,1381.85,4.58,5.99,Yes,No,3.41,Yes,2.85,Evening
Drink Menu,Pepsi,Mumbai,312.77,717.49,11.15,26.67,13.74,0.49,5.2,109.23,4.12,0.59,1302.71,1.12,1.21,No,No,3.38,No,5.36,Morning
Dessert Menu,Vanilla Ice Cream,Mumbai,135.25,467.21,20.64,26.13,13,0.26,45.67,48.58,19.38,1.38,1020.87,3.6,9.21,No,Yes,1.77,Yes,8.65,Morning
Regular Menu,Green Chilli Aloo Naan,Bangalore,162.38,749.24,9.85,23.61,18.78,0.98,13.85,24.95,8.72,6.43,727.18,8.3,3.55,No,Yes,2.14,Yes,2.38,Evening
Dessert Menu,Apple Pie,Kolkata,93.49,394.97,17.79,21.22,16.43,0.79,32.67,86.94,4.67,5.12,809.54,1.69,13.7,Yes,No,3.41,No,6.95,Afternoon
Dessert Menu,Chocolate Sundae,Chennai,271.08,453.62,8.13,16.18,4.12,0.49,12.07,107.25,18.03,0.63,222.8,7.35,5.55,Yes,No,7.16,No,8.24,Morning
Regular Menu,Veg Maharaja Mac,Bangalore,248,829.67,23.9,16.78,5.77,0.27,34.52,56.96,5.38,7.85,1146.49,7.25,12.93,Yes,No,7.41,Yes,6.97,Evening
Regular Menu,McSpicy™ Paneer Burger,Mumbai,100.43,344.91,13.16,26.3,6.69,0.36,33.39,72.89,7.37,0.48,1101.74,8.29,14.84,Yes,Yes,3.27,Yes,3.15,Morning
Drink Menu,Hot Coffee,Chennai,347.04,727.17,9.6,38.28,11.52,0.88,37.14,86.76,9.78,9.51,569.13,6.72,13.94,Yes,Yes,1.16,Yes,6.29,Evening
Meal Menu,Veggie Deluxe Meal,Ahmedabad,199.16,796.76,17.17,32.24,17.61,0.42,21.15,54.63,17.95,9.87,919.35,3.1,13.16,Yes,No,6.56,Yes,6.8,Evening
Drink Menu,Hot Coffee,Chennai,265.98,864.09,18.93,7.78,11.56,0.33,31.34,52.73,1.17,1.16,867.63,4.97,12.54,Yes,No,8.85,No,3.32,Afternoon
Meal Menu,Chicken Supreme Meal,Hyderabad,136.9,801.43,6.33,22.08,1.4,0.55,47.41,106.49,9.8,0.77,495.52,7.82,7.21,No,Yes,2.65,No,2.14,Evening
Drink Menu,Hot Coffee,Ahmedabad,81.9,203.64,8.23,35.15,17.59,0.18,23.45,22.41,3.68,2.26,1040.23,4.79,3.5,No,Yes,8.02,No,2.79,Morning
Meal Menu,Veggie Deluxe Meal,Kolkata,104.37,759.25,16.53,6.77,8.47,0.46,18.54,89.46,5.42,3.07,538.93,4.33,10.07,No,No,8.45,Yes,6.41,Morning
Dessert Menu,Caramel McFlurry,Ahmedabad,307.78,856.28,19.63,18.72,7.13,0.32,29.41,25.9,10.72,1.58,917.15,9.56,9.75,No,Yes,2.34,Yes,8.98,Morning
Meal Menu,Veggie Deluxe Meal,Chennai,278.47,892.46,6.13,32.55,4.92,0.68,41.37,104.42,6.32,2.46,424.63,8.01,5.3,Yes,No,1.18,No,5.7,Morning
Dessert Menu,Vanilla Ice Cream,Chennai,251.21,446.83,18.65,31.14,14.21,0.31,29.77,68.55,3.66,3.14,542.53,5.52,3.34,Yes,Yes,5.59,Yes,2.1,Evening
Regular Menu,Filet-O-Fish,Chennai,144.62,488.79,18.59,18.27,10.14,0.59,36.29,62.11,2.64,7.58,578.46,8.73,3.8,Yes,Yes,4.18,No,3,Evening
Dessert Menu,Chocolate Sundae,Bangalore,86.18,577.83,19.42,14.62,1.43,0.62,39.85,106.94,17.13,3.91,785.53,5.89,2.67,No,No,8.88,No,4.41,Afternoon
Regular Menu,McSpicy™ Paneer Burger,Pune,290.64,864.95,19.17,31.53,17.19,0.01,31.8,60.09,8.8,4.12,681.31,8.46,11.96,Yes,No,3.51,Yes,5.68,Morning
Dessert Menu,Caramel McFlurry,Hyderabad,245.37,365.55,7.97,13.79,1.81,0.1,18.43,57.43,11.18,2.9,1130.76,9.79,1.36,Yes,Yes,5.94,No,9.32,Morning
Dessert Menu,Caramel McFlurry,Delhi,242.49,640.3,16.89,19.26,14.89,0.53,38.1,109.52,13.65,9.36,271.59,3.42,10.34,Yes,No,7.09,Yes,2.99,Morning
Meal Menu,Veggie Deluxe Meal,Kolkata,281.22,577.99,20.8,33.15,4.45,0.83,40.01,47.62,4.73,1.11,1082.98,6.75,12.95,Yes,Yes,4.19,Yes,4.14,Evening
Regular Menu,Chicken McNuggets,Pune,156.93,578.35,22.87,19.08,15.05,0.52,22.4,114.32,4.13,0.58,1122.99,5.44,3.74,No,No,1.83,No,4.48,Afternoon
Drink Menu,Pepsi,Bangalore,340.89,296.89,22.47,32.27,17.65,0.34,41.88,32.79,17.34,4.22,625.47,7.72,7.6,Yes,No,7.97,No,7.75,Afternoon
Meal Menu,Veggie Deluxe Meal,Delhi,94.66,313.26,6.22,26.81,1.34,0.34,33.16,36.18,19.07,5.91,1303.53,5.21,12.71,Yes,No,8.99,Yes,6.33,Morning
Regular Menu,Spicy Paneer Wrap,Delhi,250.72,639.39,20.74,12.15,11.79,0.19,37.26,108.48,7.69,3.27,499.3,3.69,6.35,Yes,Yes,1.73,Yes,6.27,Evening
Meal Menu,McCombo Meal,Ahmedabad,122.93,769.18,24.01,15.52,13.27,0.27,37.64,89.42,0.72,3.43,853.16,6.27,13.11,Yes,Yes,1.53,Yes,1.13,Evening
Drink Menu,Coca-Cola,Ahmedabad,269.75,729.74,7.36,38.37,19.06,0.94,39.84,30.61,11.59,6.39,427.48,4.14,9.17,Yes,Yes,8.77,No,1.34,Evening
Meal Menu,Chicken Supreme Meal,Bangalore,186.65,609.07,22.78,33.98,2.92,0.71,20.51,22.51,14.75,2.66,909.95,2.44,11.85,No,No,8.37,No,8.87,Morning
Dessert Menu,Caramel McFlurry,Delhi,146.05,588.65,24.85,21.71,18.95,0.69,42.23,65.76,13.97,6.92,1454.04,7.14,2.01,No,Yes,7.98,Yes,9.24,Morning
Meal Menu,Chicken Supreme Meal,Mumbai,326.86,249.24,15.06,7.66,19.29,0.95,36.86,45.18,2.87,8.81,496.13,1.17,2.29,No,No,3.8,No,5.56,Evening
Regular Menu,Green Chilli Aloo Naan,Kolkata,86.64,686.13,5.22,6.06,15.09,0.42,26.92,89.97,19.91,9.08,1189.51,4.94,4.04,No,Yes,5.25,No,2.13,Afternoon
Drink Menu,Hot Chocolate,Ahmedabad,239.54,425.99,16.81,24.34,13.9,0.67,23.5,101.42,14.17,1.58,868.74,4.43,7.71,No,Yes,8.54,Yes,4.73,Afternoon
Meal Menu,McCombo Meal,Bangalore,280.11,824.47,12.13,16.14,1.88,0,15.24,21.34,8.1,1.29,1075.33,8.92,8.18,Yes,Yes,3.7,Yes,6.48,Afternoon
Drink Menu,Hot Chocolate,Mumbai,183.72,388.9,19.05,36.39,13.17,0.87,40.18,99.65,14.35,2.01,316.27,5.22,8.74,Yes,No,6.22,No,7.75,Evening
Meal Menu,Veggie Deluxe Meal,Bangalore,259.18,762.39,18.69,33.34,18.86,0.65,39.25,107.22,13.45,4.05,1109.16,3.75,13.95,Yes,Yes,4.48,No,5.3,Evening
Regular Menu,McSpicy Chicken Burger,Mumbai,254.6,216.34,24.91,5.55,2.13,0.68,32.41,37.81,9.42,7.28,1255.81,8.29,5.92,No,Yes,2.4,Yes,4.41,Afternoon
Meal Menu,Veggie Deluxe Meal,Kolkata,161.6,684.1,23.68,8,11.27,0.04,32.79,33.69,1.02,5.27,889.03,3.26,12.89,Yes,Yes,7.5,Yes,6.08,Morning
Drink Menu,Iced Tea,Chennai,256,474.54,12.42,28.5,9.39,1,20.62,87.02,9.03,7.63,208.68,9.13,14.78,No,Yes,5.34,No,9.55,Afternoon
Regular Menu,McSpicy™ Paneer Burger,Pune,114.75,344.81,14.06,36,6.31,0.36,15.66,73.79,16.98,3.87,1049.67,8.82,8.03,No,No,1.32,Yes,1.6,Morning
Drink Menu,Coca-Cola,Ahmedabad,93.23,797.19,17.85,19.07,15.62,0.53,29.71,76.83,11.86,0.96,605.79,8.26,9.79,No,No,7.29,No,2.59,Evening
Dessert Menu,Caramel McFlurry,Kolkata,131.88,555.5,7.51,6.94,9.73,0.54,15.65,61.89,16.09,7.8,1180.75,8.56,8.46,No,Yes,9.06,No,7.98,Afternoon
Regular Menu,McSpicy™ Paneer Burger,Bangalore,345.89,501.6,12.25,37.74,5.7,0.2,4.25,49.44,17.38,3.03,972,2.86,8.1,Yes,No,5.49,Yes,7.51,Evening
Drink Menu,Coca-Cola,Bangalore,255.33,711.27,8.7,11.41,4.92,0.7,12.7,104.05,12.8,7.51,848.81,7.93,10.08,No,No,9.24,No,9.99,Afternoon
Regular Menu,McVeggie™ Burger,Hyderabad,211.38,608.47,14.88,28.68,1.38,0.51,13.15,91.65,0.33,6.05,574.62,4.29,3.77,No,No,1.62,Yes,3.7,Afternoon
Meal Menu,Chicken Supreme Meal,Mumbai,227.78,480.28,17.96,36.61,13.07,0.61,18.97,23.15,18.22,5.48,1102.04,1.56,10.81,Yes,No,8.23,No,9.71,Morning
Regular Menu,Green Chilli Aloo Naan,Delhi,312.11,276.2,22.47,20.34,2.35,0.52,29.75,116.96,10.03,4.26,1027.72,6.88,8.76,No,No,3.39,Yes,8.36,Afternoon
Dessert Menu,Vanilla Ice Cream,Delhi,143.23,848.09,22.5,15.67,18.67,0.6,24.19,88.42,11.82,3.67,1152.95,9.15,2.63,Yes,No,5.54,Yes,4.65,Afternoon
Regular Menu,Green Chilli Aloo Naan,Hyderabad,153.37,445.41,9.31,21.67,11.69,0.44,39.13,77.13,19.2,5.33,334.61,8.96,13.39,Yes,Yes,5.99,No,3.57,Morning
Meal Menu,Chicken Supreme Meal,Pune,148.51,325.91,23.5,30.57,5.95,0.48,15.26,47.76,2.73,5.45,448.49,9.55,11.39,Yes,Yes,8.56,Yes,8.31,Morning
Dessert Menu,Vanilla Ice Cream,Chennai,136.97,877.28,23.22,26.68,19.93,0.77,28.18,56.23,17.74,9.81,688.9,3.18,5.5,No,Yes,6.13,No,7,Evening
Regular Menu,McSpicy™ Paneer Burger,Pune,188.86,339.08,21.72,25.68,5.78,0.55,11.63,80.31,4.5,1.15,514.21,7.81,6.6,Yes,Yes,1.16,No,8.76,Evening
Dessert Menu,Vanilla Ice Cream,Chennai,217.8,391.9,17.46,19.57,7.5,1,40.02,88.74,18.94,9.53,1274.54,8.26,4.13,Yes,No,2.84,No,5.45,Morning
Dessert Menu,Caramel McFlurry,Hyderabad,223.38,694.16,12.03,20.46,19.72,0.9,35.7,45.48,19.07,8.09,736.44,5.26,7.64,Yes,No,5.31,Yes,7.26,Afternoon
Meal Menu,Chicken Supreme Meal,Mumbai,154.54,678.34,23.24,12.88,5.67,0.91,38.46,90.84,7.06,2.69,815.14,3.05,7.62,No,Yes,5.44,Yes,5.91,Afternoon
Drink Menu,Sprite,Hyderabad,127.44,786.03,15.7,35.75,11.56,0.34,49.86,70.97,19.72,3.13,1390.81,9.1,6.24,No,Yes,5.64,No,4.21,Afternoon
Drink Menu,Pepsi,Mumbai,111.49,728.43,19.1,25.6,7.47,0.97,46.6,96.34,12.39,8.94,1311.16,2.42,14.02,Yes,Yes,8.81,No,5.23,Afternoon
Dessert Menu,Chocolate Sundae,Pune,178.33,293.19,11.67,38.75,7.1,0.96,3.73,113.91,10.26,9,920.91,1.98,10.23,No,No,3.92,Yes,7.07,Evening
Meal Menu,Veggie Deluxe Meal,Hyderabad,314.76,871.08,8.4,18.74,15.5,0.35,29.53,25.17,18.03,6.2,396.46,8.53,13.58,No,Yes,7.08,No,7.77,Morning
Dessert Menu,Apple Pie,Pune,105.66,318.99,24.4,15.77,19.42,0.06,36.08,74.15,2.76,8.27,389.68,3.29,7.76,Yes,Yes,7,No,5.27,Afternoon
Dessert Menu,Chocolate Sundae,Mumbai,276.31,403.66,15.04,17.9,10.13,0.13,9.22,37.09,5.26,4.18,1007.56,8.05,13.41,Yes,Yes,7.72,Yes,4.2,Evening
Drink Menu,Pepsi,Bangalore,198.15,899.99,19.53,9.77,3.82,0.37,8.59,38.45,1.73,5.08,643.84,9.41,13.34,Yes,No,4.37,No,4.2,Afternoon
Drink Menu,Sprite,Kolkata,129.22,311.4,23.5,23.6,7.48,0.4,40.47,114.82,12.61,5.29,1094.13,5.55,6.35,No,Yes,5.87,Yes,4.7,Morning
Dessert Menu,Caramel McFlurry,Mumbai,333.65,551.53,17.75,19.37,11,0.34,38.79,102.62,1.15,9.5,549.03,8.08,11.59,Yes,No,8.08,No,7.13,Morning
Dessert Menu,Vanilla Ice Cream,Hyderabad,132.67,538.49,10.34,11.4,11.99,0.29,15.98,68.18,11.07,2.04,530.21,2.78,3.59,Yes,No,9.06,Yes,1.96,Morning
Drink Menu,Orange Juice,Delhi,265.58,421.35,24.69,14.41,14.83,0.25,0.77,44.63,18.82,0.2,1468.67,3.68,3.15,No,No,3.92,No,5.38,Evening
Meal Menu,Veggie Deluxe Meal,Kolkata,290.05,797.53,10.99,22.09,2.01,0.84,10.86,113.61,5.28,8.68,717.96,5.43,7.3,No,No,5.89,Yes,6.33,Morning
Meal Menu,Chicken Supreme Meal,Chennai,99.59,694.54,15.53,26.97,4.97,0.81,46.99,71.72,14.41,9.66,991.62,7.38,1.08,No,No,3.97,Yes,2.26,Evening
Drink Menu,Iced Tea,Mumbai,348.31,627.99,5.12,9.29,11.64,1,17.66,82.52,2.39,0.08,1127.92,8.52,6.45,No,No,6.8,Yes,9.36,Morning
Regular Menu,American Veg Burger,Hyderabad,323.12,572.49,17.08,26.9,11.11,0.22,30.29,22.43,16.46,6.23,933.5,3.6,10.61,No,Yes,9.43,No,4.71,Evening
Meal Menu,Chicken Supreme Meal,Chennai,86.33,245.59,14.74,19.89,14.34,0.2,32.24,82.59,16.34,2.51,882.46,5.53,12.25,Yes,Yes,3.69,Yes,4.15,Afternoon
Dessert Menu,Chocolate Sundae,Mumbai,248.94,443.57,16.51,32.37,18.64,0.58,26.99,99.32,16.24,3.18,1333.53,1.51,10.87,Yes,Yes,8.71,No,3.63,Evening
Drink Menu,Sprite,Bangalore,191.06,428.8,10.41,34.19,9.45,0.17,27.16,99.61,18.32,6.48,489.18,6.89,6.07,Yes,No,6.69,Yes,9.26,Morning
Regular Menu,McChicken Burger,Delhi,330.77,607.15,19.22,34.79,10.29,0.09,35.72,59.17,16.1,4.09,404.07,4.03,10.17,No,Yes,8.66,No,9.59,Morning
Drink Menu,Hot Tea,Hyderabad,326.7,737.35,16.81,17.79,4.82,0.44,38.94,69.21,14.09,9.61,743.99,8.98,10.19,No,No,9.01,Yes,4.33,Evening
Dessert Menu,Apple Pie,Mumbai,80.76,769.77,15.19,22.51,19.39,0.52,38.65,27.22,19.49,7.54,1304.19,9.54,2.06,Yes,No,3.72,No,9.26,Morning
Drink Menu,Coca-Cola,Ahmedabad,248.28,216.52,16.26,17.27,2.9,0.22,20.47,103.46,11.3,3.7,879.85,1.02,4.66,No,No,8.01,No,5.77,Afternoon
Meal Menu,Chicken Supreme Meal,Mumbai,272.65,767.39,14.54,8.7,4.83,0.85,48.49,106.33,1.09,7.05,642.79,4.33,1.83,No,Yes,8.6,Yes,8.99,Afternoon
Regular Menu,Filet-O-Fish,Mumbai,267.56,612.81,16.54,31.59,12.1,0.2,45.31,64.06,10.06,4.59,316.83,4.63,4.8,No,Yes,3.12,No,6.14,Afternoon
Drink Menu,Coca-Cola,Ahmedabad,128.03,799.11,6.61,38.86,8.51,0.19,42.12,77.4,3.5,5.92,1043.82,5.33,8.95,Yes,No,3.14,Yes,8.55,Evening
Meal Menu,Veggie Deluxe Meal,Delhi,167.44,814.21,13.15,28.34,14.92,0.65,2.9,20.43,17.12,0.25,1395.73,2.97,12.78,No,No,1.73,Yes,5.47,Morning
Regular Menu,American Veg Burger,Pune,164.11,339.6,22.84,11.42,10.72,0.67,49.51,26.94,18.38,8.64,638.2,3.72,5.45,Yes,Yes,9.32,Yes,3.05,Morning
Drink Menu,Hot Tea,Delhi,108.5,886.41,19.94,30.08,1.64,0.71,29.25,81.57,5.47,1.76,1100.97,7.01,2.46,No,Yes,2.2,Yes,3.74,Morning
Dessert Menu,Chocolate Sundae,Bangalore,346.13,561.67,20.51,8.9,5.6,0.24,46.42,71.05,14.73,1.98,459.64,2.26,5.36,Yes,Yes,1.18,Yes,4.71,Evening
Dessert Menu,Chocolate Sundae,Kolkata,230.4,570.75,7.9,20.25,14.99,0.82,14.58,104.91,8.46,1.1,1306.99,9.24,4.34,Yes,No,3.61,No,1.3,Morning
Drink Menu,Iced Tea,Bangalore,138.94,828.01,6.11,7.52,19.53,0.44,44.77,76.93,1.87,2.15,1408.04,4.33,14.53,Yes,Yes,1.98,Yes,2.02,Morning
Dessert Menu,Chocolate Sundae,Hyderabad,97.58,317.32,7.47,39.19,13.37,0.58,6.5,39.97,6.9,0.55,1081.37,6.61,8.08,Yes,No,6.68,Yes,1.82,Evening
Regular Menu,McSpicy™ Paneer Burger,Bangalore,191.87,268.73,21.93,15.91,14.07,0.85,25.65,82.14,1.14,6.47,587.91,2.54,11.97,No,No,2.59,No,6.94,Afternoon
Dessert Menu,Apple Pie,Bangalore,172.69,811.88,17.1,21.94,13.46,0.17,14.06,117.88,19.01,1.3,496.98,7.36,2.72,No,Yes,6.5,No,5.62,Afternoon
Meal Menu,Veggie Deluxe Meal,Mumbai,115.01,244.2,11.53,33.2,14.42,0.74,2.28,102.86,14.03,9.54,1044.46,8.94,11.49,No,No,4.27,Yes,4.34,Afternoon
Meal Menu,McCombo Meal,Kolkata,306.77,671.48,18.77,11.97,7.42,0.84,44.2,42.37,14.12,3.57,1210.46,2.67,7.67,Yes,Yes,5.61,No,8.35,Afternoon
Meal Menu,Veggie Deluxe Meal,Mumbai,311.16,721.58,21.61,19.51,4.26,0.71,16.54,90.64,8.8,7.23,498.14,7.69,13.04,Yes,No,7.73,Yes,6.23,Afternoon
Dessert Menu,Apple Pie,Mumbai,200.11,810.18,16.87,31.7,3.26,0.13,41.38,105.97,17.1,5.09,1207.31,7.34,3.04,Yes,Yes,3.47,Yes,4.67,Evening
Dessert Menu,Vanilla Ice Cream,Mumbai,266.65,558.99,20.64,12.2,5.94,0.47,40.68,103.38,6.31,2.73,1394.8,1.45,12.84,Yes,No,2.18,No,8.26,Morning
Drink Menu,Coca-Cola,Pune,82.18,480.37,17.56,10.95,2.68,0.5,36.26,102.21,2.42,3.27,1416.14,7,11.68,No,Yes,8.08,No,2.86,Evening
Drink Menu,Pepsi,Bangalore,256.86,784.21,17.44,31.84,5.03,0.13,48.96,74.7,4.86,6.22,1317.48,1.12,11.14,No,No,4.78,Yes,2.12,Morning
Drink Menu,Orange Juice,Bangalore,199.93,252.78,5.12,39.87,15.21,0.11,6.24,26.36,16.71,8.07,590.5,4.67,10.09,No,No,7.76,No,7.34,Morning
Drink Menu,Hot Chocolate,Kolkata,115.59,219.52,7.29,16.56,1.68,0.44,32.62,94.24,7.02,4.38,1403.59,2.63,12.62,No,No,3.06,No,1.44,Afternoon
Drink Menu,Iced Tea,Delhi,119.11,261.28,8.99,9.26,18.38,0.27,42.89,67.16,1.41,8.34,1453.23,5.1,3.95,No,No,5.63,No,3.61,Afternoon
Dessert Menu,Apple Pie,Chennai,261.29,667.78,17.34,24.21,13.32,0.02,25.74,114.45,15.66,2.41,344.93,3.6,8.02,No,Yes,8.24,No,2.25,Afternoon
Drink Menu,Coca-Cola,Bangalore,82.74,524.2,8.4,8.25,6.81,0.32,13.3,50.53,6.95,3.67,1359,3.32,5.29,No,No,7.49,No,5.93,Evening
Meal Menu,Chicken Supreme Meal,Mumbai,178.38,364.48,22.58,31.66,6.68,0.49,11.71,24.05,1.49,0.46,958.39,2.05,5.81,No,Yes,6.6,Yes,8.34,Morning
